productID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
9511,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),limonene,linalool,butylphenyl methylpropional,coumarin,citronellol,citral,geraniol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),limonene,linalool,alpha-isomethyl ionone,citral,benzyl salicylate,eugenol,geraniol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),linalool,limonene,hydroxycitronellal,geraniol,hydroxyisohexyl 3-cyclohexene carboxaldehyde,citronellol,citral,farnesol,benzyl benzoate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,alcohol denat.(sd alcohol 39c),aqua (water),parfum (fragrance),limonene,linalool,alpha-isomethyl ionone,coumarin,citronellol,butylphenyl methylpropional,citral,geraniol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,helianthus annuus seed oil,jasminum officinale flower extract,olea europaea fruit oil*,prunus amygdalus dulcis oil,simmondsia chinensis seed oil,prunus armeniaca kernel oil,argania spinosa kernel oil,parfum (fragrance),tocopheryl acetate,limonene,linalool,geraniol,citronellol,citral. *ingrédient issu de l'agriculture biologique.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),linalool,limonene,citronellol,alpha-isomethyl ionone,coumarin,citral,geraniol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),butylphenyl methylpropional,hydroxyhexyl 3-cyclohexene carboxaldehyde,farnesol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),butylphenyl methylpropional,limonene,citral,citronellol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),benzyl benzoate,limonene,hydroxyisohexyl 3-cyclohexene carboxaldehyde,linalool,hydroxycitronellal,geraniol,citronellol,citral,eugenol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,alcohol denat. (sd alcohol 39c),aqua (water),parfum (fragrance),ethylhexyl methoxycinnamate,butyl methoxydibenzoylmethaile,ethylhexyl salicylate,limonene,hydroxyisohexyl 3-cyclohexene carboxaldehyde,alpha-isomethyl lonone,coumarin,citral. caution: flammable until dry,do not use near fire,flame or heat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,dimethicone,aqua (water),glycerin,dimethicone crosspolymer,dimethicone /vinyl dimethicone crosspolymer,polymethylsilsesquioxane,alcohol,nylon-12,peg/ppg-18/18 dimethicone,polysilicone-11,disteardimonium hec-torite,sodium chloride,phenoxyethanol,divinyldimethicone/dimethicone copolymere,c12-14 pareth-12,chlorphenesin,hydrogenated lecithin,c12-13 pareth-3,c12-13 pareth-23,silica,ci 77491(iron oxides),ci 77891 (titanium dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,aqua (water),dimethicone,isononyl isononanoate,glycerin,methylpropanediol,c14-22 alcohols,tocopheryl acetate,candelilla cera/euphorbia cerifera (candelilla) wax,stearoxytrimethylsilane,panthenol,glyceryl stearate,butyrospermum parkii (shea) butter,peg-100 stearate,sodium acrylate/sodium acryloydimethyl taurate copolymer,stearyl alcohol,dimethiconol,c12-20 alkyl glucoside,stearic acid,phenoxyethanol,benzyl alcohol,isohexadecane,parfum (fragrance),centela asiatica extract,polysorbate 80,tetrasodium edta,decarboxy carnosine hcl,sorbitan oleate,pantolactone,citric acid,glycalox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,aqua/water/eau,sodium laureth sulfate,disodium laureth sulfosuccinate,cocamidopropyl betaine,sodium chloride,glycerin,parfum/fragrance,phenoxyethanol,sodium benzoate,styrene/acrylates copolymer,citric acid,disodium edta,peg-150 pentaerythrityl tetrastearate,limonene,polyquaternium-7,linalool,benzyl salicylate,butylphenyl methylpropional,hexyl cinnamal,peg-6 caprylic/capric glycerides,citronellol,hydroxycitronellal,alpha-isomethyl ionone,sodium lauryl sulfate,bht,fc&c red no.4 (ci 14700),d&c red no.33 (ci 17200),fd&c yellow no.5 (ci 19140),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9532,water,ethylexyl palimitate,iostereayl neopentanoate,glycerin,cetearyl alcohol,propylelene glycol,steraric acid,dimethicone,alcohol,alpha-isomethyl ionone,angelica archangelica root extract,ascorabic acid,ascorbyl palmitate,benzyl alcohol,benzyl benzoate,bht,bisabolol,butylphenyl methylpropional,caffeine,camellia sinensis leaf extract,caprylyl glycol,carbomer,cinnamal,citric acid,citronellol,citrus aurantium,amara (bitter orange) peel extract,coffea arabica (coffee) seed extract,cyclohexasiloxane,cyclopentasiloxane,disodium edta,echinacea purpurea extract,farnesol,geraniol,glyceryl stearate,glycine,hydrolyzed citrus aurantium dilcis fruit extract,hydroxycitronellal,lecithin,linalool,magnesium aluminium silicate,maltodextrin,mauritia flexuosa fruit oil,malmitic acid,panthenol,pantolactone,peg-100 stearate,peg-8,pongamia pinnata seed extract,sclerotium gum,soiu lactate methylsilanol,tocopherol,tromethanmine,xantham gum,chlorphenesin,phenoxyethanol,salicyclic acid,sorbic acid,fragance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,butane-isobutane-propane,alcohol denat parfum/fragrance,propylene glycol,triethyl citrate,ethylhexylglycerin,butylphenyl methylpropional,coumarin,bht.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,aqua/water/eau,sodium laureth sulfate,cocamidopropyl betaine,acrylates copolymer,parfum/fragrance,sodium chloride,sodium hydroxide,citric acid,sodium benzoate,disodium edta,ethylhexyl methoxycinnamate,peg-150 pentaerythrityl tetrastearate,polyurethane crosspolymer-2,hexyl cinnamal,magnesium nitrate,peg-6 caprylic/capric glycerides,polyquaternium-7,benzyl salicylate,butyl methoxydibenzoylmethane,ethylhexyl salicylate,urea,limonene,linalool,acrylamidopropyltrimonium,chloride/acrylamide copolymer,methylisothiazolinone,methylchloroisothiazolinone,xanthan gum,chlorhexidine digluconate,magnesium chloride,bht,ext. d1c violet no. 2 (ci 60730),fd&c blue no.1 (ci 42090),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,aqua/eau/water,sodium laureth sulfate,cocamidopropyl betane,acrylates copolymer,parfum/fragrance,sodium chloride,sodium hydroxide,citric acid,sodium benzoate,disodium edta,ethylhexyl methoxycinnamate,peg-150 pentaerythrityl tetrastearate,limonene,linalool,hexyl cinnamal,citronellol,polyurethane crosspolymer-2,magnesium nitrate,peg-6 caprylic/capric gycerides,butyl methoxydibenzoylmethane,ethylhexyl salicylate,urea,acrylamidopryltrimonium chloride / acrylamide copolymer,methylisothiazolinone,methylchloroisothiazolinone,xanthan gum,chlorohexidine digluconate,magnesium chloride,bht,fd&c blue no 1 (ci 42090),ext d&c violet no 2 (ci 60730),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,alcohol denat,parfum/fragrance,aqua/water/eau,ethylhexyl methoxycinnamate,limonene,benzyl benzoate,hexyl cinnamal,benzophenone-3,ethylhexyl salicylate,butyl methoxydibenzoylmethane,citronellol,alpha-isomethyl ionone,linalool,bht,hydroxycitronellal,geraniol,alcohol,tris (tetramethylhydroxypiperidinol) citrate,benzyl salicylate,citric acid,farnesol,benzyl alcohol,propylene glycol,acrylates/octylacrylamide copolymer,hydrolyzed jojoba esters,ext. d&c violet n°2 (ci 60730),fd&c blue n°1 (ci 42090),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,phenyl trimethicone,cyclopentasiloxane,polyethylene,polybutene,phenylisopropyl dimethicone,synthetic fluorphlogopite,vp/eicosene copolymer,trimethylsiloxysilicate,ozokerite,tocopheryl acetate,trihydroxystearin,cetyl peg/ppg-10/1 dimethicone,parfum/fragrance,silica,triethoxycaprylylsilane,alumina,propylparaben,rosa canina fruit oil,trimethoxycaprylylsilane,tin oxide,ricinus communis (castor) seed oil,bht. may contain/peut contenir/+/-: mica,d&c red no. 7 calcium lake (ci 15850),titanium dioxide (ci 77891),d&c red no. 27 aluminum lake (ci 45410),d&c red no. 6 barium lake (ci 15850),iron oxides (ci 77491,ci 77492,ci 77499),d&c red no. 6 lake (ci 15850),fd&c yellow no. 5 aluminum lake (ci 19140),fd&c blue no. 1 aluminum lake (ci 42090),d&c red no. 33 aluminum lake (ci 17200),fd&c red no. 40 aluminum lake (ci 16035).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,talc,dimethicone,zinc stearate,methylparaben,synthetic fluorphlogopite,propylparaben,calcium sodium,borosilicate,tin oxide,triethoxycaprylylsilane,[may contain/peut contenir/+/-: mica,iron oxides (ci 77491),ci 77492,ci 77499),titanium dioxide (ci 77891),manganese violet (ci 77742),ultramarines (ci 77007),carmine (ci 75470)].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,ingredients: butane-isobutane-propane,cyclopentasiloxane sodium polyacrylate,parfum/fragrance disteardimonium hectorite,dimethicone propylene carbonate,triéthyl citrate ethylhexylglycerin,aqua/water/eau,coumarin gossypium herbaceum (cotton) powder,linalool silica,limonene,tocopherol,bht.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,ingredients: butane-isobutane-propane,cyclopentasiloxane,sodium polyacrylate,parfum/fragrance,disteardimonium hectorite,dimethicone,propylene carbonate. triéthyl citrate,ethylhexylglycerin,aqua/water/eau,coumarin,gossypium herbaceum (cotton) powder,linalool,silica,li̇monene,tocopherol,bht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,aqua/water/eau,cyclopentasiloxane,isononyl isononanoate,ethylhexyl methoxycinnamate,cetyl peg/ppg-10/1 dimethicone,glycerin,butylene glycol,magnesium sulfate,ascorbyl glucoside,bht,bis-peg/ppg-14/14 dimethicone,boron nitride,dimethicone,boron nitride,dimethicone crosspolymer,disodium edta,disteardimonium hectorite,laureth-7,lecithin,mica,panthenol,pantolactone,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,polymethyl methacrylate,propylene carbonate,retinyl palmitate,silica,silica dimethyl silylate,sodium potassium aluminum silicate,synthetic fluorphlogopite,tin oxide,tocopherol,tocopheryl acetate,triethoxycaprylylsilane,vinyl dimethicone/methicone silsesquioxane crosspolymer,xanthan gum,chlorphenesin,phenoxyethanol,parfum/fragrance,titanium dioxide (ci 77891),iron oxides (ci 77491,ci 77492,ci 77499).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,butane-isobutane-propane,alcohol denat parfum/fragrance,propylene glycol,triethil citrate,ethylhexylglycerin,limonene,coumarinl citral,linalool,isoeugenol,tocopherol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,aqua/water/eau,stearyl alcohol,cetyl alcohol,behenamidopropyl dimethylamine,glutamic acid,benzyl alcohol,phenoxyethanol,parfum/fragrance,methylparaben,propylparaben,propylene glycol,quaternium-80,edta,linalool,citric acid,sodium (r chloride,oryza sativa (rice) bran oil,simmondsia chinensis (jojoba) seed oil,hydrolyzed silk,bht,astragalus gummifer gum,potassium sorbate,sodium benzoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,acua/water glycerin,alcohol denat,octocrylene,ethylhexyl salicylate butyl methoxydibenzoylmethane,disopropyl sebacate dimethicone,zea mays starch/corn starch ethylhexyl triazone,propylene glycol,titanium dioxide triethanolamine,potassium cetyl phosphate parfum fragrance,drometrizole trisiloxane,synthetic wax tocopherol,stearic acid,phenoxyethanol,peg-100 stearate,palmitic acid,xanthan gum,linalool caprylyl glycol,terephthalylidene dicamphor sulfonic acid acrylates/c10-30 alkyl acrylate crosspolymer myristic acid,geraniol,disodium edta,vitreoscilla ferment citral,aluminum hydroxide,glyceryl stearate,(f.l.l c1918843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,alcohol,parfum/fragrance,aqua/water,benzyl salicylate,linalool,benzyl alcohol,hydroxycitronellal,ethylhexyl methoxycinnamate,limonene,hexyl cinnamal,geraniol,citronellol,butyl methoxydibenzoylmethane,ethylhexyl salicylate,eugenol,citral,tris (tetramethylhydroxypiperidinol) citrate,benzyl benzoate,farnesol,bht,ci 17200 / red 33,ci 60730 / ext. violet 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,aqua/ water glycerin dimethicone propanediol hydroxyethylpiperazine ethane sulfonic acid dimethicone/peg-10/15 crosspolymer nylon-12 pentylene glycol polymethylsilsesquioxane - phenoxyethanol sodium chloride· chlorphenesin silica silylate. butylene glycol sodium citrate p-anisic acid biosaccharide gum-1 - carrageenan disodium edta peg-10 dimethicone sodium hydroxide adenosine hydrolyzed opuntia ficus-indica flower extract synthetic fluorphlogopite ci 77891/ titanium dioxide poterium officinale root extract zingiber officinale root extract / ginger root extract cinnamomum cassia bark extract ethylhexylglycerin benzyl alcohol - ci 77491 / iron oxides ci 14700 / red 4 - ci 19140 / yellow 5 tin oxide haematococcus pluvialis / haematococcus pluvialis extract . c1 420yu / blue 1 parfum / fragrance fll b176745/1).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,alcohol,aqua / water,parfum / fragance,limonene,butyl methoxydibenzoylmethane,hidroxycitronellal,linalcool,citronellol,coumarin,geraniol,citral,ci 60730 / ext. violet 2,ci 19140 / yellow 5,ci 147000 / red 4,ci 42090 / blue . (f.i.l. c183913/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,biosource lotion tonifiante &hydratante 24h 24h hydrating &tonifying toner peau normale/mixte normal/combination skin aquasource gel hydratation à diffusion continue 48h 48h continuous release hydration peau normale/mixte normal/combination skin biosource nettoyant moussant purifiant purifying foaming cleanser peau normale/mixte normal/combination skin e20 ml 0.67 floz. 12m 30 ml 1.01 floz 12m 20 ml 0.67 floz 12m 863216 01-ingredients aqua glycerin,sodium cocoyl 774196 22 ingredients aqua,butylene glycol,alcohol denat 863429 05-ingredients aqua glycerin dimethicone,alcohol glycinate montmorillonite myristic acid,butylene glycol glycerin,phenoxyethanol sodium citrate,chlorphenesin,denat prunus armeniaca kernel oil butyrospermum parkii argilla palmitic acid glycol stearate,lauric acid,stearic ppg-6-decyltetradeceth 30,peg/ppg/polybutylene glycol 8/5/3 butter mannose,carbomer phenoxyethanol acid potassium hydroxide,ci 77891,sodium hydroxide,glycerin,mannose,disodium edta,citric acid,serine,citrulline,peg/ppg/polybutylene glycol-8/5/3 glycerin tocopheryl salicylic acid phenoxyethanol tetrasodium edta,kaolin zinc gluconate,linalool benzyl salicylate,lactobacillus acetate,divinyldimethicone/dimethicone copolymer linalool alpha-isomethyl 1onone,butylphenyl ferment alpha-isomethyl ionone benzyl alcohol,citronellol chlorphenesin,xanthan gum,sodium hydroxide serine methylpropional citronellol geraniol,zinc gluconate,geraniol butylphenyl methylpropional hydrolyzed wheat 2-0leamido-1,3-0ctadecanediol citrulline cholesterol maris sal benzyl alcohol vitreoscilla ferment ci 42090,protein hydroxycitronellal glycine arginine vitreoscilla ammoniumpolyacryloyldimethyl taurate limonene c1 19140 parfum (fl 8508112) vitreoscilla ferment glycine soja oil,tocopherol disodium ferment sodium dehydroacetate,sodium succinate,methionine potassium sorbate,tocopherol,parfum (fil c183581/1) edta,c12-13 pareth-23,c12-13 pareth-3. menthoxypropanediol benzyl salicylate zinc gluconate linalool benzyl alcohol ceramide 3 hydroxypalmitoyl sphinganine citral t-butyl alcohol,bht,citric acid,parfum /-ci42090,ci 19140],(fil c187266/1) test instrumental,24 sujets/instrumental test 24 subjects 1tp22m trousse/pouch made in china composition corps / body: 100 % eva photos non contractuelles/illustrations may vary from products. distribution rservée aux dépositaires agréés biotherm made in fronce emb 02340a biotherm 106,rue donton,92300 levallois perret france 1sa 75000 93584 st ouen cedex fr mp by/par biotherm canada,montreal h4t 1k5 pap $3614271665119 l69328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,alcohol,parfum / fragrance,aqua,water,benzyl salicylate,linalool,benzyl alcohol,benzotriazolyl dodecyl p-cresol,hydroxycitronellal,limonene,coumarin,methyl anthranilate,tris(tetramethylhydroxypiperidinol) citrate,geraniol,benzyl benzoate,citral,citronellol,ci 14700 / red 4,ci 60730 / ext. violet 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,aqua/water,sodium laureth sulfate glycerin,isobutane,coco-betaine,butane,peg-60  hydrogenated castor oil,propane,ppg-5-ceteth-20,parfum/fragance,polysorbate 20,sodium benzoate,sodium chloride,polyquaternium-10,salicylic acid,linalool,citral,limonene,propylen glycol,geraniol,sodium acetate,isopropyl alcohol,vitreoscilla ferment,citrus grandis fruit extract / grapefruit fruit extract,salvia officinalis,leaf extract/sage leaf extract,chamomilla recutita flower extract/matricaria flower extract,sodium hydroxide,citric acid,(f.i.l. c214965/1).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9582,ethanol 70.0% (m/m) (cas n° 64-17-5). biocide tp1. agent apaisant: bisabolol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9584,paracétamol,amidon de maïs prégélatinisé,hydroxypropylcellulose,talc,stéarate de magnésium,opadry (alcool polyvinylique,macrogol 3350,talc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589,talc nylon.12 zea mays (corn) starch,,zinc stearate pentylene glycol,,octyldodecyl stearoyl,.cg glycol,sodium dehydroacétate lysine,tocopheryl,oryza sativa (rce) hull,bambusa arundinacea stem pcvder,parfumifragrance fl. containipeut contenir),,cl 77007 (ultramarines),cl 774911cl 774921cl 77499 (iron oc,' 457 oxide9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591,aqua (water/eau),lavandula angustifolia lavender) flower water,stearic acid,glycerin,alcohol,simmondsia chinensis_(jojoba) seed oil,macadamia ternfolia seed oil,methylpropanediol,elaeis guneensis (palm) oil,cocos nucifera (coconut) oil,cetyl alcohol,butylene glycol,caprylic/capric triglyceride,butyrospermum parkii (shea) butter,glyceryl stearate,sorbitan stearate,hydrogenated palm kernel oil,peg-100 stearate,candelilla cera/euphorbia cerifera candelilla) wax/cire de candelilla,parfum/fragrance,linalool,xanthan gum,copernicia cerifera cera/carnauba wax/cire de carnauba,acrylates/c10-30 alkyl acrylate crosspolymer,tocopherol,lavandula angustifolia (lavender) oil,bisabolol,tetrasodium edta,sodium hydroxide,coumarin,glycine soja (soybean)oil,geraniol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597,bis-diglyceryl polyacyladipate-2,isopropyl palmitate,ethylhexyl stearate,cocoglycerides,cera alba/beeswax/cire d’abeille,ricinus communis (castor) seed oil (huile de ricin),polybutene,ethylhexyl caprylate/caprate,synthetic wax,hydrogenated microcrystalline wax,butyrospermum parkii (shea) butter (beurre de karite),prunus amygdalus dulcis (sweet almond) oil (huile d'amande douce),parfum/fragrance,hydrogenated castor oil (huile de ricin hydrogenee),tocopherol,mica,glycine soja (soybean) oil (huile de soja),geraniol,benzyl benzoate,ci 15850 (red 7 lake),ci 19140 (yellow 5 lake),ci 45410 (red 27 lake),ci 77891 (titanium dioxide) - 2540v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,bis-diglyceril polyacyladipate-2,isopropyl palmitate,ethylexil stearate,cocoglycerides,cera alba,ricinus communism seed oil,polybutene,ethylhexyl caprylate/caprate,synthetic wax,hydrogenated microcrystalline wax,prunus amygdalus dulcis oil,butyrosperium parkii butter,parfum,hydrogenated castor oil,mica,tocopherol,glycine soja oil,titanium dioxyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
